,code,Name,State,population,growth,households,median_age,per_cap_income,hh_income,labor_force,unempl_rate,poverty_rate,hs_rate,college_rate,votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name
17,1035,Conecuh ,AL,12469.0,-5.7,5090.0,44.0,30349.0,29758.0,4446.0,6.1,28.1,79.4,8.7,3069.0,3413.0,6543.0,0.469050894085,0.521626165368,344.0,5.26,AL,Conecuh County
18,1037,Coosa ,AL,10754.0,-6.8,4206.0,44.9,29276.0,36441.0,4348.0,4.6,17.5,72.9,9.9,1780.0,3376.0,5223.0,0.340800306337,0.646371816963,1596.0,30.56,AL,Coosa County
19,1039,Covington ,AL,37092.0,-1.8,15179.0,42.9,32340.0,35010.0,15646.0,5.2,19.6,80.9,14.9,2379.0,13222.0,15818.0,0.15039828044,0.835883171071,10843.0,68.55,AL,Covington County
20,1041,Crenshaw ,AL,13871.0,-0.3,5426.0,41.6,33684.0,37374.0,6417.0,4.5,20.5,78.3,14.6,1663.0,4511.0,6252.0,0.265994881638,0.7215291106849999,2848.0,45.55,AL,Crenshaw County
21,1043,Cullman ,AL,82755.0,2.9,31081.0,40.5,36315.0,41543.0,37637.0,3.7,14.9,82.2,15.0,3730.0,32734.0,37278.0,0.100059016042,0.878105048554,29004.0,77.8,AL,Cullman County
22,1045,Dale ,AL,49226.0,-2.0,18794.0,36.9,34673.0,40523.0,19868.0,4.4,20.6,85.8,16.1,4408.0,13798.0,18617.0,0.236772842026,0.741150561315,9390.0,50.44,AL,Dale County
23,1047,Dallas ,AL,39215.0,-10.5,16099.0,38.9,33578.0,30488.0,14935.0,7.5,35.4,79.0,13.8,12826.0,5784.0,18730.0,0.684783769354,0.30880939669,7042.0,37.6,AL,Dallas County
24,1049,De Kalb ,AL,71617.0,0.7,24811.0,39.3,29610.0,37128.0,29038.0,4.5,20.5,72.6,11.4,3682.0,21779.0,26086.0,0.141148508779,0.834892279384,18097.0,69.37,AL,DeKalb County
25,1051,Elmore ,AL,81677.0,3.0,28890.0,38.3,39226.0,54553.0,37236.0,3.6,13.5,86.8,22.2,8436.0,27619.0,36905.0,0.228586912343,0.748380978187,19183.0,51.98,AL,Elmore County
26,1053,Escambia ,AL,37447.0,-2.3,13536.0,39.9,31174.0,35096.0,14352.0,5.0,23.3,80.5,11.6,4698.0,10282.0,15213.0,0.308814829422,0.6758693222900001,5584.0,36.71,AL,Escambia County
27,1055,Etowah ,AL,102755.0,-1.6,39522.0,40.9,34932.0,40972.0,42894.0,4.6,17.5,82.5,16.5,10350.0,32132.0,43474.0,0.238073331186,0.739108432626,21782.0,50.1,AL,Etowah County
28,1057,Fayette ,AL,16468.0,-4.5,6850.0,43.6,31296.0,38403.0,6529.0,4.7,20.3,79.2,14.1,1358.0,6705.0,8196.0,0.165690580771,0.818081991215,5347.0,65.24,AL,Fayette County
29,1059,Franklin ,AL,31495.0,-0.7,11697.0,39.1,32203.0,37049.0,13960.0,4.2,20.1,75.7,12.4,2197.0,9466.0,11955.0,0.183772480134,0.7918025930570001,7269.0,60.8,AL,Franklin County
30,1061,Geneva ,AL,26421.0,-1.4,10657.0,42.0,32418.0,36976.0,10817.0,4.3,20.9,77.7,11.7,1522.0,9967.0,11659.0,0.13054292821,0.854876061412,8445.0,72.43,AL,Geneva County
31,1063,Greene ,AL,8330.0,-7.9,3107.0,41.3,32245.0,26559.0,2833.0,7.7,34.0,76.9,10.0,4006.0,838.0,4862.0,0.8239407651170001,0.17235705471,3168.0,65.16,AL,Greene County
32,1065,Hale ,AL,14812.0,-6.0,5948.0,39.7,35388.0,35381.0,6007.0,5.9,23.7,81.4,14.0,4772.0,3172.0,8010.0,0.595755305868,0.39600499375799997,1600.0,19.98,AL,Hale County
33,1067,Henry ,AL,17147.0,-0.9,6831.0,43.2,36952.0,41426.0,6697.0,4.9,18.7,80.7,16.1,2286.0,5623.0,8017.0,0.285144068854,0.701384557815,3337.0,41.62,AL,Henry County
34,1069,Houston ,AL,104346.0,2.8,39363.0,39.3,39321.0,42910.0,44411.0,4.3,19.4,84.9,21.0,10547.0,30567.0,42030.0,0.250939804901,0.727266238401,20020.0,47.63,AL,Houston County
35,1071,Jackson ,AL,51909.0,-2.5,19945.0,42.8,34151.0,41407.0,23066.0,4.8,17.5,79.5,12.6,3663.0,16643.0,20785.0,0.17623286023600002,0.800721674284,12980.0,62.45,AL,Jackson County
36,1073,Jefferson ,AL,659197.0,0.1,261773.0,37.5,49386.0,50109.0,309076.0,4.2,15.3,89.0,31.4,151581.0,130614.0,290111.0,0.522493114704,0.450220777564,20967.0,7.23,AL,Jefferson County
37,1075,Lamar ,AL,13946.0,-4.2,6010.0,44.3,30954.0,38358.0,5703.0,4.2,18.6,77.4,13.1,1035.0,5819.0,6931.0,0.14932910114,0.839561390853,4784.0,69.02,AL,Lamar County
38,1077,Lauderdale ,AL,92538.0,-0.2,38361.0,41.3,35485.0,44124.0,41868.0,4.6,15.2,84.9,21.7,9877.0,27735.0,38813.0,0.254476592894,0.714580166439,17858.0,46.01,AL,Lauderdale County
39,1079,Lawrence ,AL,33049.0,-3.8,13321.0,42.2,31245.0,43107.0,13640.0,4.9,16.8,77.5,10.3,3611.0,10732.0,14623.0,0.246939752445,0.733912329891,7121.0,48.7,AL,Lawrence County
40,1081,Lee ,AL,161604.0,15.2,57901.0,30.5,34372.0,47749.0,73520.0,3.9,18.3,88.7,34.4,20987.0,34321.0,57668.0,0.363928001665,0.595148089062,13334.0,23.12,AL,Lee County
41,1083,Limestone ,AL,94402.0,14.0,32073.0,39.0,37913.0,52181.0,41092.0,4.0,12.8,83.2,23.3,9340.0,28824.0,39400.0,0.237055837563,0.731573604061,19484.0,49.45,AL,Limestone County
42,1085,Lowndes ,AL,10076.0,-10.8,4238.0,40.4,37049.0,32011.0,3750.0,8.0,31.7,74.8,12.3,4882.0,1751.0,6676.0,0.731276213301,0.262282804074,3131.0,46.9,AL,Lowndes County
43,1087,Macon ,AL,18755.0,-12.6,7915.0,38.2,31579.0,30681.0,7892.0,5.8,30.0,80.5,20.0,7237.0,1394.0,8748.0,0.82727480567,0.159350708733,5843.0,66.79,AL,Macon County
44,1089,Madison ,AL,361046.0,7.8,139949.0,38.1,47095.0,61193.0,175153.0,3.8,13.5,90.8,40.7,62435.0,89199.0,159473.0,0.391508280399,0.559336063158,26764.0,16.78,AL,Madison County
45,1091,Marengo ,AL,19375.0,-7.9,8149.0,42.2,36551.0,34794.0,7623.0,5.7,25.8,83.9,14.8,5607.0,5224.0,10948.0,0.512148337596,0.477164778955,383.0,3.5,AL,Marengo County
46,1093,Marion ,AL,29833.0,-3.1,12486.0,43.9,29273.0,36386.0,12517.0,4.8,18.5,79.9,12.5,1432.0,11273.0,12912.0,0.110904584882,0.8730638166050001,9841.0,76.22,AL,Marion County
47,1095,Marshall ,AL,95548.0,2.7,34461.0,38.8,33640.0,42117.0,42108.0,3.8,21.0,78.6,16.6,4913.0,29217.0,34965.0,0.140511940512,0.835607035607,24304.0,69.51,AL,Marshall County
48,1097,Mobile ,AL,413955.0,0.2,154261.0,37.2,35951.0,45233.0,186239.0,5.2,19.5,85.8,22.5,68429.0,91087.0,163387.0,0.418815450434,0.557492334151,22658.0,13.87,AL,Mobile County
49,1099,Monroe ,AL,21327.0,-7.5,8316.0,41.5,32219.0,36639.0,7165.0,6.7,25.7,82.0,12.4,4310.0,5771.0,10185.0,0.42317133038800003,0.566617574865,1461.0,14.34,AL,Monroe County
50,1101,Montgomery ,AL,226646.0,-1.2,90281.0,36.0,41404.0,45111.0,105505.0,4.3,18.8,85.5,31.5,58669.0,33928.0,94572.0,0.620363321068,0.35875311931599996,24741.0,26.16,AL,Montgomery County
51,1103,Morgan ,AL,118818.0,-0.6,46164.0,39.8,36746.0,46843.0,54840.0,4.1,15.8,82.5,21.4,11216.0,37392.0,49991.0,0.224360384869,0.747974635434,26176.0,52.36,AL,Morgan County
52,1105,Perry ,AL,9339.0,-11.8,3198.0,37.1,30099.0,25221.0,3402.0,7.9,35.0,76.4,14.5,3823.0,1403.0,5255.0,0.727497621313,0.26698382492899997,2420.0,46.05,AL,Perry County
53,1107,Pickens ,AL,20176.0,2.2,7618.0,42.2,29966.0,35968.0,7783.0,5.3,25.8,81.1,11.1,3972.0,5454.0,9494.0,0.418369496524,0.574468085106,1482.0,15.61,AL,Pickens County
54,1109,Pike ,AL,33267.0,1.1,12802.0,31.2,35287.0,35172.0,15238.0,4.9,25.1,80.0,24.0,5039.0,7681.0,13025.0,0.38687140115199997,0.5897120921310001,2642.0,20.28,AL,Pike County
55,1111,Randolph ,AL,22670.0,-1.1,8691.0,42.8,32160.0,40283.0,9373.0,4.4,21.8,77.3,15.4,2290.0,7697.0,10130.0,0.22606120434399998,0.7598223099699999,5407.0,53.38,AL,Randolph County
56,1113,Russell ,AL,57045.0,7.7,22333.0,34.8,30214.0,38617.0,23457.0,4.3,19.3,82.6,17.0,9577.0,9210.0,19136.0,0.500470317726,0.48129180602,367.0,1.92,AL,Russell County
57,1115,St Clair ,AL,88199.0,5.5,31832.0,40.0,34676.0,57856.0,38946.0,4.0,12.0,83.5,16.1,5550.0,31579.0,37937.0,0.146295173577,0.8324063579090001,26029.0,68.61,AL,St. Clair County
58,1117,Shelby ,AL,213605.0,9.5,75942.0,38.1,50421.0,74212.0,109331.0,3.2,7.9,91.6,41.4,22927.0,72846.0,99208.0,0.231100314491,0.734275461656,49919.0,50.32,AL,Shelby County
59,1119,Sumter ,AL,12687.0,-7.8,4878.0,36.5,30845.0,26814.0,5016.0,6.5,32.4,80.0,18.1,4739.0,1581.0,6391.0,0.7415115005480001,0.247379126897,3158.0,49.41,AL,Sumter County
60,1121,Talladega ,AL,80065.0,-2.7,31461.0,40.8,32172.0,40555.0,34501.0,5.0,18.0,79.8,13.1,12108.0,20596.0,33218.0,0.364501174062,0.620025287495,8488.0,25.55,AL,Talladega County
61,1123,Tallapoosa ,AL,40681.0,-2.2,16338.0,43.0,37320.0,40169.0,18279.0,4.2,20.2,79.6,17.3,5271.0,12967.0,18504.0,0.284857328145,0.700767401643,7696.0,41.59,AL,Tallapoosa County
62,1125,Tuscaloosa ,AL,207811.0,6.8,70440.0,32.1,35909.0,47483.0,99237.0,4.1,17.6,88.1,29.4,31746.0,47701.0,81708.0,0.388529886914,0.583798404073,15955.0,19.53,AL,Tuscaloosa County
63,1127,Walker ,AL,64058.0,-4.4,25194.0,42.3,37191.0,39511.0,25145.0,5.0,20.5,78.6,10.5,4486.0,24208.0,29243.0,0.153404233492,0.827822042882,19722.0,67.44,AL,Walker County
64,1129,Washington ,AL,16531.0,-6.0,6113.0,41.4,33889.0,37575.0,6656.0,6.8,18.2,79.7,9.6,2366.0,6031.0,8492.0,0.278615167216,0.710197833255,3665.0,43.16,AL,Washington County
65,1131,Wilcox ,AL,10719.0,-8.1,3792.0,40.2,28553.0,24216.0,2808.0,11.4,31.9,79.9,11.3,4329.0,1737.0,6095.0,0.7102543068089999,0.284987694832,2592.0,42.53,AL,Wilcox County
66,1133,Winston ,AL,23722.0,-3.1,9436.0,44.1,33215.0,38644.0,9646.0,5.0,17.3,76.0,13.1,871.0,9225.0,10255.0,0.08493417844949999,0.899561189664,8354.0,81.46,AL,Winston County
67,2013,Aleutians East ,AK,3370.0,7.3,788.0,42.8,60284.0,63991.0,2584.0,2.5,14.8,84.4,11.9,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
68,2016,Aleutians West ,AK,5763.0,3.6,1186.0,37.6,56105.0,78151.0,3861.0,3.6,8.0,87.5,15.7,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
69,2020,Anchorage ,AK,294356.0,0.9,104969.0,32.8,62317.0,83959.0,155462.0,6.0,7.2,93.3,34.3,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
70,2050,Bethel ,AK,18076.0,6.2,4555.0,26.8,40826.0,46634.0,7445.0,13.8,25.5,80.9,11.4,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
71,2060,Bristol Bay ,AK,867.0,-13.0,360.0,40.7,64069.0,68026.0,426.0,6.3,11.4,92.6,19.1,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
72,2068,Denali ,AK,2074.0,13.6,707.0,37.3,69535.0,72378.0,1130.0,9.4,6.3,96.2,38.5,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
73,2070,Dillingham ,AK,4932.0,1.8,1375.0,29.7,53923.0,52250.0,2055.0,9.3,19.6,86.8,17.6,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
74,2090,Fairbanks North Star ,AK,99703.0,2.2,35303.0,30.7,53647.0,73427.0,46708.0,6.3,8.5,94.4,33.4,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
75,2100,Haines ,AK,2526.0,0.7,1170.0,44.6,50667.0,53471.0,1089.0,9.1,10.3,95.5,40.4,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
76,2110,Juneau ,AK,32094.0,2.6,12138.0,37.5,63070.0,82011.0,17435.0,4.7,7.4,95.6,39.4,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
77,2122,Kenai Peninsula ,AK,58617.0,5.8,21481.0,40.5,50691.0,68501.0,27095.0,8.5,12.0,92.7,23.7,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
78,2130,Ketchikan Gateway ,AK,,,5209.0,39.2,63222.0,67125.0,7104.0,6.3,9.2,92.0,23.8,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
79,2150,Kodiak Island ,AK,13448.0,-1.1,4585.0,32.7,58843.0,74683.0,6447.0,5.1,7.3,90.7,24.8,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
80,2164,Lake and Peninsula ,AK,1620.0,-0.7,468.0,31.9,54491.0,44310.0,723.0,11.9,20.9,86.3,12.5,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
81,2170,Matanuska-Susitna ,AK,106532.0,19.7,30839.0,34.8,44880.0,71793.0,47397.0,8.7,9.5,92.4,20.6,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
82,2180,Nome ,AK,9921.0,4.5,2879.0,27.7,50254.0,55974.0,4089.0,12.6,24.0,84.9,13.9,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
83,2185,North Slope ,AK,9782.0,3.7,2018.0,33.8,37332.0,74998.0,3670.0,7.4,11.9,88.4,14.2,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
84,2188,Northwest Arctic ,AK,7684.0,2.1,1904.0,26.3,48039.0,53692.0,2961.0,16.8,27.8,79.1,10.8,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
85,2201,Prince of Wales-Outer Ketchikan ,AK,,,,,,,,,,,,,,,,,,,,
86,2220,Sitka ,AK,8689.0,-2.2,3504.0,39.1,62537.0,72795.0,4449.0,4.7,7.9,92.6,32.4,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
87,2232,Skagway-Hoonah-Angoon ,AK,3302.0,5.9,,,0.0,,,,,,,,,,,,,,,
88,2240,Southeast Fairbanks ,AK,6888.0,-2.0,2085.0,36.4,43473.0,59412.0,2969.0,10.4,11.8,90.7,19.2,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
89,2261,Valdez-Cordova ,AK,9278.0,-3.7,2937.0,37.6,61337.0,69755.0,4898.0,8.0,9.2,92.8,30.1,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
90,2270,Wade Hampton ,AK,,,,,,,,,,,,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
91,2280,Wrangell-Petersburg ,AK,5802.0,-6.2,,,0.0,,,,,,,,,,,,,,,
92,2282,Yakutat ,AK,605.0,-8.6,247.0,40.5,54161.0,57687.0,235.0,9.4,16.8,94.5,19.7,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
93,2290,Yukon-Koyukuk ,AK,5365.0,-4.0,1981.0,35.2,54850.0,37906.0,2486.0,18.3,23.0,82.9,12.3,93003.0,130413.0,246588.0,0.37715947248000004,0.528870018006,37410.0,15.17,AK,Alaska
94,4001,Apache ,AZ,71606.0,0.1,19351.0,33.5,29737.0,34040.0,20419.0,10.4,33.2,78.2,11.1,12196.0,5315.0,18659.0,0.653625596227,0.284849134466,6881.0,36.88,AZ,Apache County
95,4003,Cochise ,AZ,124756.0,-5.0,49230.0,40.3,38962.0,45151.0,49373.0,5.6,21.1,86.6,23.2,15291.0,25036.0,43147.0,0.35439312119000005,0.580248916495,9745.0,22.59,AZ,Cochise County
96,4005,Coconino ,AZ,140776.0,4.7,47366.0,30.7,42057.0,53643.0,75381.0,5.6,17.8,88.9,34.2,25308.0,16573.0,44929.0,0.563288744463,0.36887088517399996,8735.0,19.44,AZ,Coconino County
97,4007,Gila ,AZ,53501.0,-0.2,21408.0,48.9,36294.0,40747.0,21362.0,6.1,20.3,84.3,17.7,6746.0,13672.0,21398.0,0.31526310870200003,0.638938218525,6926.0,32.37,AZ,Gila County
98,4009,Graham ,AZ,37466.0,0.7,10915.0,32.4,29689.0,46714.0,14423.0,5.4,22.9,85.4,13.3,3301.0,8025.0,11939.0,0.276488818159,0.672166848145,4724.0,39.57,AZ,Graham County
99,4011,Greenlee ,AZ,9455.0,12.1,3295.0,33.3,36936.0,61110.0,3992.0,5.1,12.0,87.9,12.2,1092.0,1892.0,3243.0,0.33672525439400003,0.583410422448,800.0,24.67,AZ,Greenlee County
100,4012,La Paz ,AZ,20601.0,0.5,9181.0,55.1,31781.0,34285.0,8681.0,5.4,24.8,75.2,10.4,1318.0,3381.0,4931.0,0.26728858243799997,0.685662137497,2063.0,41.84,AZ,La Paz County
101,4013,Maricopa ,AZ,4307033.0,12.8,1465840.0,35.8,43628.0,58742.0,2134987.0,4.2,15.0,86.9,31.0,549040.0,590465.0,1201934.0,0.45679712862800004,0.49126241540700005,41425.0,3.45,AZ,Maricopa County
102,4015,Mohave ,AZ,207200.0,3.5,82145.0,49.7,30045.0,42003.0,82407.0,5.9,18.3,83.9,11.9,16485.0,54656.0,74189.0,0.22220275243,0.736712989796,38171.0,51.45,AZ,Mohave County
103,4017,Navajo ,AZ,108956.0,1.4,34090.0,35.8,29408.0,37440.0,41337.0,7.6,28.2,81.5,14.5,15362.0,18165.0,35409.0,0.43384450281000003,0.513005168178,2803.0,7.92,AZ,Navajo County
104,4019,Pima ,AZ,1022769.0,4.3,395390.0,38.1,39541.0,47644.0,475622.0,4.5,18.2,87.7,30.8,195649.0,147019.0,360762.0,0.542321530538,0.407523519661,48630.0,13.48,AZ,Pima County
105,4021,Pinal ,AZ,430237.0,14.5,130801.0,38.3,27930.0,52642.0,168806.0,5.0,15.4,84.9,18.5,35737.0,53857.0,93805.0,0.380971163584,0.5741378391340001,18120.0,19.32,AZ,Pinal County
106,4023,Santa Cruz ,AZ,46212.0,-2.5,15538.0,36.4,35052.0,39090.0,19001.0,9.5,20.9,74.8,22.5,10684.0,3650.0,14926.0,0.715797936487,0.244539729331,7034.0,47.13,AZ,Santa Cruz County
107,4025,Yavapai ,AZ,228168.0,8.1,93445.0,51.9,36353.0,49824.0,101763.0,4.5,13.3,90.2,25.5,29705.0,58862.0,92780.0,0.320165984048,0.634425522742,29157.0,31.43,AZ,Yavapai County
108,4027,Yuma ,AZ,207534.0,6.0,70924.0,34.0,33365.0,42998.0,95167.0,17.0,19.3,71.7,14.4,18336.0,20586.0,40759.0,0.449863833755,0.5050663657109999,2250.0,5.52,AZ,Yuma County
109,5001,Arkansas ,AR,17967.0,-5.5,7685.0,41.2,43192.0,39726.0,9013.0,3.3,18.1,82.5,14.4,1939.0,3825.0,6167.0,0.314415437003,0.6202367439600001,1886.0,30.58,AR,Arkansas County
110,5003,Ashley ,AR,20283.0,-7.2,8338.0,41.5,33361.0,41277.0,7695.0,5.7,17.9,83.9,13.6,2408.0,5338.0,8027.0,0.299987542046,0.6650056060790001,2930.0,36.5,AR,Ashley County
111,5005,Baxter ,AR,41355.0,-0.4,18061.0,51.8,34537.0,40147.0,16401.0,4.2,12.7,87.2,17.7,4163.0,14655.0,19572.0,0.21270181892499998,0.7487737584299999,10492.0,53.61,AR,Baxter County
112,5007,Benton ,AR,266300.0,20.3,88014.0,35.1,76554.0,64072.0,132496.0,2.9,9.1,87.2,30.7,27894.0,60751.0,94262.0,0.29591988288000004,0.644490887102,32857.0,34.86,AR,Benton County
113,5009,Boone ,AR,37381.0,1.3,14883.0,42.4,33026.0,39881.0,15821.0,3.4,15.4,85.0,15.0,2925.0,12225.0,15912.0,0.183823529412,0.7682880844650001,9300.0,58.45,AR,Boone County
114,5011,Bradley ,AR,10864.0,-5.6,4550.0,40.9,32521.0,34114.0,4379.0,4.7,23.5,79.9,14.2,1317.0,2163.0,3617.0,0.364113906552,0.598009400055,846.0,23.39,AR,Bradley County
115,5013,Calhoun ,AR,5247.0,-2.3,2079.0,44.9,31737.0,33507.0,2361.0,3.9,17.1,83.2,12.0,636.0,1554.0,2250.0,0.282666666667,0.690666666667,918.0,40.8,AR,Calhoun County
116,5015,Carroll ,AR,27944.0,1.8,10874.0,44.4,31339.0,37145.0,13097.0,3.3,17.2,83.8,17.7,3334.0,6773.0,10656.0,0.31287537537500004,0.635604354354,3439.0,32.27,AR,Carroll County
117,5017,Chicot ,AR,10636.0,-9.9,4384.0,43.7,33652.0,29527.0,3505.0,6.5,30.1,80.1,13.1,2350.0,1716.0,4149.0,0.56640154254,0.413593637021,634.0,15.28,AR,Chicot County
118,5019,Clark ,AR,22293.0,-3.1,8783.0,33.6,32165.0,37247.0,9470.0,4.0,22.3,86.5,24.7,3606.0,4398.0,8365.0,0.43108188882200005,0.525762104005,792.0,9.47,AR,Clark County
119,5021,Clay ,AR,14920.0,-7.2,6453.0,44.0,34214.0,36037.0,5908.0,4.6,19.1,79.1,11.3,1999.0,3779.0,5978.0,0.334392773503,0.632151221144,1780.0,29.78,AR,Clay County
120,5023,Cleburne ,AR,25048.0,-3.6,10360.0,47.9,34327.0,42397.0,9351.0,4.9,16.3,83.3,15.4,2101.0,9454.0,11968.0,0.175551470588,0.7899398395720001,7353.0,61.44,AR,Cleburne County
121,5025,Cleveland ,AR,8202.0,-5.6,3342.0,42.5,35555.0,45256.0,3315.0,4.4,15.8,86.1,15.7,723.0,2460.0,3299.0,0.2191573204,0.7456805092450001,1737.0,52.65,AR,Cleveland County
122,5027,Columbia ,AR,23627.0,-3.8,9518.0,36.0,33634.0,35322.0,9115.0,5.0,24.2,85.2,21.9,3140.0,5456.0,8837.0,0.35532420504699996,0.617404096413,2316.0,26.21,AR,Columbia County
123,5029,Conway ,AR,20916.0,-1.7,8360.0,41.0,35815.0,41892.0,8281.0,4.7,18.9,85.0,16.9,2655.0,4844.0,7837.0,0.338777593467,0.618093658288,2189.0,27.93,AR,Conway County
